,店名,类型,地址,评论数,人均,口味,环境,服务,特色菜,经度,纬度
362,京门七品鱼(通州店),火锅,芙蓉东路芙蓉园310号楼1层03号,266,84,8.8,8.7,8.8,贴饼子 江团,116.6828639,39.91787015
363,七八冷面(华宇店),韩国料理,中关村南大街2号华宇时尚购物中心1-2层夹层,3293,44,8.7,8.3,8.3,正宗朝鲜冷面 五花肉石锅拌饭,116.3173315,39.96414172
364,HAN JIMMY芝士铁板鸡(世界城店),韩国料理,金汇路9号中骏世界城D座B1层102A,591,86,8.5,9,9.2,春川铁板鸡 炸鸡,116.4457072,39.91630292
365,神仙渡串串香火锅,火锅,八棵杨北街首城国际底商,131,87,8.7,8.3,8.6,古法炸酥肉 肥牛片,116.4657211,39.88829901
366,山城辣妹子重庆火锅(呼家楼北街店),火锅,呼家楼北街甲2号楼,2866,103,8.8,8.3,8.5,麻团 辣火锅,116.4624047,39.92153302
367,唯真Coco·椰子鸡火锅,火锅,亚运村大屯北路金泉美食宫一层东侧,391,131,8.6,9.1,8.6,原文昌椰子鸡 椰子鸡火锅,116.4045668,40.00444277
368,鼎仙阁老鸭汤(新街口店),火锅,新街口东街西口新百商场北侧,1570,85,8.9,8,8.3,酸萝卜老鸭汤 竹荪,116.3663908,39.94007574
369,壹捞百味蘸料火锅(常营店),火锅,管庄路13号海天一色东侧底商,448,132,9.2,9.2,8.7,手工打牛肉 鱼籽鲜虾滑,116.5843976,39.92729756
370,签约成都串串香(西四店),火锅,西四南大街14号,1452,75,8.5,8.3,8.3,骨肉相连 红糖糍粑,116.3674929,39.92179315
371,四川仁火锅(双井店),火锅,八棵杨甲1号南,9667,105,8.4,8.3,8.1,肥牛 千层毛肚,116.4564344,39.89065936
372,首尔798韩国料理地区(五道口东源大厦店),韩国料理,成府路35号东源大厦3楼,4836,90,8.1,8.4,8.3,泡菜 铁板奶酪辣味鸡,116.3304625,39.99204066
373,热辣壹号(西单老佛爷店),火锅,西单北大街110号老佛爷百货5楼,5227,130,8.6,8.9,8.7,番茄三拼锅 麻辣牛肉,116.3687428,39.91283684
374,虾吃虾涮(大悦城店),火锅,青年路国美第一城餐饮街2号院九号楼底商,1037,89,9.1,8.9,9,招牌小锅虾 小料,116.5072919,39.93306723
375,老诚一锅(双井店),火锅,北京市朝阳区广渠路29号,1327,95,9,8.9,8.6,羊蝎子锅 葱花饼,116.4632795,39.89230015
376,蜀签传成都串串(交道口店),火锅,交道口南大街80号,1066,74,8.6,8.9,8.7,冷锅串串 琅琊土豆,116.4025882,39.93675761
377,有面儿串串香火锅(刘家窑店),火锅,芳群路芳群园四区6号楼底商,1485,85,9,8.6,8.8,麻辣牛肉 鸳鸯锅底,116.4220428,39.85967819
378,七只鱼粥庄(广式粥火锅),火锅,西二旗大街中恒博瑞底商39号-118室,1580,90,8.9,8.8,8.8,香港炸鱼皮 福气粥,116.3028716,40.05078013
379,串串金,自助餐,鼓楼东大街279号,2009,76,8.2,8.4,8.3,麻辣牛肉 掌中宝,116.3918219,39.93950532
380,钢管厂五区小郡肝火锅串串香(望京店),火锅,广顺北大街河荫中路东一号,77,101,8.2,8.5,8.3,特色小郡肝 特色泡椒牛肉,116.4659653,40.00405708
381,东来顺饭庄(中关村海淀大街店),火锅,中关村海淀大街34号海置创投大厦,6257,97,8.1,7.7,7.4,东来顺铜锅炭火涮羊肉 东来顺秘制麻酱,116.3017217,39.98082356
382,馋火蛙居麻辣啪啪屋,火锅,望京望花路东里7号,526,101,8.3,8.2,8.3,牛蛙火锅 麻辣啪啪小龙虾,116.4673738,39.98803412
383,FROM FARM塚田农场(朝阳大悦城店),日本菜,朝阳北路朝阳大悦城6楼悦界内,1706,112,8.3,8.7,8.3,白胡椒超美人锅套餐 饭团,116.5130868,39.92387755
384,唇辣号重庆老火锅(五道口店),火锅,5道口双清路西王庄5号楼1楼,1721,103,9,9,8.9,巴蜀嫩牛肉 鲜鸭血,116.329063,39.99564281
385,313羊庄(天通苑店),火锅,天通苑北三区北门1号楼底商,287,92,9.1,8.7,9,羊肉 蔬菜拼盘,116.4269893,40.07361467
386,一品焖锅(回龙观店),火锅,育知东路30号院BHG Mall北京华联同成街购物中心3楼,427,92,8.4,8.5,8.3,虾滑 翅中,116.6459714,40.12700282
387,爱炉火锅HKHOTPOT(国贸商城店),火锅,建国门外大街1号国贸商城中区地下二层NB202,207,206,8.8,9.2,8.6,鲜虾丸 精品海鲜拼盘,116.4534338,39.91130567
388,蛙蛙叫干锅年代(东直门簋街店),川菜,东直门内大街288-6号,8999,96,8.4,8.4,8.2,干锅牛蛙 酸菜炒饭,116.4111307,39.93930725
389,四季大盘涮肉园(杨庄店),火锅,杨庄大街81号,1252,89,9.2,8.2,9.1,精选羊肉 手切羊上脑,116.1803223,39.91882777
390,渝味辣铺(亚运村店),火锅,大屯里107号,379,97,8.9,9.1,9.1,香菜牛肉 标准鸳鸯锅,116.4092496,40.00749775
391,南城儿卤煮·酱肉爆肚(丰台诺德中心店),小吃快餐,育仁南路1号院诺德中心3期16号楼2层206,180,50,8.3,8.6,8.4,百年老汤卤煮火烧 花毛共和,116.3047498,39.8241054
392,有范儿串串香火锅(马连道店),火锅,茶源路马连道南街6号院华睦大厦底商,753,79,8.6,8.2,8.4,极致牛肉 麻辣牛肉,116.3184688,39.88201234
393,谢记火锅(工体店),火锅,工人体育场内21号看台对面,2478,135,8.8,9.1,8.6,谢记嫩牛肉 鸳鸯锅红菌,116.4407227,39.92845326
394,宋记汕头牛肉火锅(健德门店),火锅,健翔山庄西门,1481,109,9.1,9,9,手锤牛肉丸锅底 招牌吊龙肉,116.3744874,39.97963379
395,蜀签传成都串串(小红门店),火锅,旧宫镇小红门路39号永辉超市一层S-47,805,75,8.8,8.8,9,冷锅串串 琅琊土豆,116.4485892,39.81297136
396,耕牛堂（訸記）潮汕鲜牛肉火锅(金融街店),火锅,太平桥大街大街甲4号,697,125,8.8,8.5,8.2,吊龙 清汤,116.3587668,39.92162335
397,小岛海鲜自助火锅,自助餐,天宝北街1号,1873,84,8.2,8.4,8.4,大虾 鲍鱼 三文鱼,116.4824709,39.79520545
398,阳坊胜利涮羊肉(胜利总店),火锅,温南路10号阳坊商业街中段,3186,108,8.8,8,7.9,阳坊胜利涮羊肉 椒麻小烧饼,116.1356246,40.13863011
399,楠哥有肉(四合院店),火锅,东四十二条3号,344,94,9,8.6,8.5,手切鲜羊肉 秘制麻将小料,116.4191896,39.93378575
400,有面儿串串香火锅(丰科万达店),火锅,丰科路万达广场万达金街一层3-111,43,79,8.7,8.8,9.1,麻辣牛肉 麻辣锅底,116.2938989,39.82296504
401,常赢三兄弟涮肉(国贸店),火锅,百子湾路京粮大厦北侧,1327,118,8.8,7.8,7.6,手穿大串 极品羊腱子,116.4563482,39.89909224
402,牛羊坊 羊蝎子街边小串,火锅,西关路5号,351,64,8.4,9,8.5,招牌羊蝎子 小料自助台,116.2182748,40.22303008
403,唇辣号重庆老火锅(亚运村店),火锅,大屯北路慧忠北里第二社区四海凯悦2层,433,121,9,9,8.9,屠场鲜毛肚 孜然麻辣牛肉,116.4011542,40.00439897
404,汕头八合里海记牛肉店(苹果园店),火锅,实兴大街冠辉商务大厦四层,387,125,9,9.1,8.6,手打牛筋丸 吊龙,116.1842981,39.93389698
405,汇鲜舫海鲜粥底火锅,火锅,汽车博物馆东路6号院盈坤维景酒店二层,33,139,8.8,9,9,基围虾 瑶柱粥底,116.2980738,39.82507031
406,巴蜀签串串香火锅,火锅,前景路2号院8号楼1层112号,393,76,8.7,8.8,8.8,麻辣牛肉 毛肚,116.6293644,40.13623804
407,丽江龙记斑鱼庄(虎坊桥店),火锅,南横东街1-26号,1337,118,9,8.3,8.6,鱼片 特级青虾滑,116.3774871,39.88205562
408,蝎王府羊蝎子(垂杨柳店),火锅,广渠门外大街垂杨柳路1号,4511,101,9,8,8.1,精品羊蝎子特大锅 蒿子秆金针菇鲜豆皮,116.4484765,39.8925565
409,渝江记忆老重庆火锅(京荟广场店),火锅,梅市口路133号京荟广场B座102号,121,133,9.2,9.2,9.1,雪域嫩牦牛肉 美宁午餐肉,116.2460673,39.87909476
410,运河花园餐厅,火锅,芙蓉西路9号,131,85,8.6,8.7,8.3,特色秘制羊蝎子 绿色有机牛羊肉,116.6766233,39.91178517
411,九万士多港式海鲜粥底火锅,火锅,回龙观西大街35号院东亚新华2号楼207室,151,171,9.1,9,9.2,海鲜粥底 缅甸青蟹,116.3243797,40.07764001
412,油头粉面乐山油炸串串(慈云寺店),火锅,朝阳路甲1号八里庄东里丙楼,173,51,8.4,7.9,7.9,荤串串 赞赞赞赞酥肉,116.4907986,39.91761973
413,豆捞坊·胶原花胶火锅(君太百货店),火锅,西单北大街133号君太百货B1楼,3951,117,8.4,8.5,8.2,美味鲜虾滑 相间肥牛,116.3669261,39.90825896
414,亮健容天土锅羊蝎子(安定门内大街直营店),火锅,安定门内大街304号,2712,92,9.1,8,8.7,精品羊蝎子 抻面,116.4024575,39.94044406
415,芦月轩羊蝎子(健德门店),火锅,花园北路甲12号,834,98,9,8.7,8.5,羊蝎子中锅 精品羊脖,116.3732368,39.97977185
416,随变港式火锅·麻辣鸡煲(传媒大学店),火锅,朝阳路定福庄西里2号9幢1层102,34,106,9.1,9.1,9.1,随便麻辣鸡煲 红豆奶茶,116.5436901,39.91558489
417,摸错门牛肚王(双安店),火锅,北三环西路甲30号双天大厦2层,4117,90,8.2,7.9,7.7,牛肚 豆腐皮,116.3234017,39.96543483
418,镇三关重庆老火锅(工体旗舰店),火锅,工人体育场北路工人体育场北门,1444,146,8.9,9.1,9,六郎屠场鲜毛肚 六郎鲜鸭血,116.4416942,39.93063861
419,四季大盘涮肉园(双峪.店),火锅,双峪环岛西晨光二层,1417,95,9.1,8.8,9.1,精选羊肉 自助小料,116.1059887,39.93511806
420,有范儿串串香火锅(清河店),火锅,永泰庄西路6号院1层,47,80,8.4,8.5,8.3,麻辣牛肉 私房嫩滑牛肉,116.3462727,40.02978741
421,羊鲜参,火锅,槐房西路万达广场4F,273,82,9.1,9.1,9.1,乌珠穆沁太阳卷 自助蘸料,116.3619424,39.81245056
422,九号重庆火锅,火锅,学清路甲18号A座101,1226,103,8.9,9,8.7,麻辣牛肉 鲜鸭肠,116.3475578,40.00821781
423,东来顺饭庄(金泉广场店),火锅,北苑路金泉广场金泉美食宫2层,1261,144,8.6,8.5,7.9,烧饼 东来顺羊肉,116.4058575,40.00465322
424,蝎王府羊蝎子(潘家园店),火锅,松榆北路5号,5113,89,9.1,8.3,8.5,羊排蝎子特大锅 特色面片,116.4573357,39.87509458
425,玲珑居老北京涮羊肉(玲珑路店),火锅,玲珑路恩济东街交叉口东南角,692,98,9,8.8,8.6,手切鲜羊肉 鲜毛肚,116.2825925,39.93097452
426,斗川火锅(莲花桥店),火锅,吴家场路盛今佳园1号院4号楼底商,719,115,8.6,8.3,8.4,斗川小酥肉 麻辣牛肉,116.3020206,39.89307707
427,潮汕阿五牛肉店(百脑汇旗舰店),火锅,朝外大街99号百脑汇旗舰店二楼,659,110,9,9.2,9,手打牛肉丸 潮汕炸腐皮,116.4387316,39.92319254
428,渝味辣铺(石景山店),火锅,建西苑南里13号楼1单元102,368,107,9.1,8.5,8.8,麻辣牛肉 油碟儿,116.2010302,39.91654607
429,渝味辣铺(大兴店),火锅,兴华北路78号院1层39号,198,90,8.4,8.6,8.9,鸳鸯锅底 串串,116.3285345,39.74867176
430,潮汕牛肉火锅高兴壹锅(古城金融街店),火锅,石景山路54号院1号楼3层6-27,204,127,9.1,9.3,9.2,手打鲜牛肉丸 吊龙,116.2915246,39.7977787
431,九坤臻牛潮汕鲜牛肉火锅,火锅,广渠门内大街29号2楼西侧,278,106,8.9,9,8.7,手打鲜牛肉丸 吊龙,116.4287739,39.89263474
432,苗婆家凯里酸汤鱼,贵州菜,光彩路京港城生活广场四层4-809,432,110,9,9.1,9.2,酸汤鱼 番茄红酸汤锅底,116.408322,39.83908574
433,老北京涮肉(交道口店),火锅,交道口南大街25号,218,100,8.7,8.5,8.5,羊肉 肥牛,116.4020737,39.93842445
434,康二姐串串香(望京店),火锅,望京街9号望京国际商业中心E座底商1001,606,65,8.4,8.1,8.6,麻辣牛肉 脑花,116.4782091,39.98865689
435,黄记煌三汁焖锅(荟聚购物中心西红门店),火锅,欣宁街15号荟聚购物中心H区3层,3803,94,8.2,8.5,8.2,泡饼 海陆空组合锅,116.3222996,39.78687613
436,匠品毛肚火锅(小营总店),火锅,小营路17号金盟大厦二层,839,116,8.9,9.1,9.2,毛肚 自助小料,116.417255,39.99072594
437,聚福源清真餐厅(簋街店),火锅,东直门内大街288号北新桥地铁D口斜对面,1100,84,9,8.5,8.8,烤羊肉串（大串） 炙子烤肉,116.4110397,39.93917816
438,蜀园小馆,火锅,政府街地铁A口对面,245,45,9.1,9,8.5,牛骨火锅 酸辣牛骨米线,116.6575423,40.09844071
439,大成醉串串(霄云路店),火锅,霄云路中关村建设大厦院内,255,75,8.8,8.8,8.6,现炸酥肉 焦香土豆,116.4597281,39.9603615
440,蝎王府羊蝎子(双井店),火锅,双井垂杨柳北里,892,89,9.1,8.6,8.5,羊蝎子小锅(浓香) 特色面片,116.4522989,39.88942556
441,廖姥爷美蛙鱼头,火锅,广顺北大街望京西园四区423号韩国美食城二楼,146,91,8.9,8.9,8.8,美蛙 鱼头,116.4622871,39.99424383
442,假如在成都耗儿鱼美蛙火锅(簋街店),火锅,东直门内大街228号,2081,111,8.7,8.5,8.9,红油耗儿鱼 红糖糍粑,116.4135447,39.93938504
443,东来顺饭庄(西单店),火锅,西绒线胡同51号北门,3670,134,8.1,8,7.7,传统手切鲜羊肉片 传统羊肉串,116.3708511,39.90301155
444,小辉哥火锅(侨福芳草地店),火锅,东大桥路9号侨福芳草地购物中心LG2层,3464,151,8.6,8.8,8.3,特色五香肥牛 炸腐皮（1例）,116.4427216,39.91864071
445,唇辣号重庆老火锅(大兴龙湖店),火锅,龙湖时代天街西区9号楼205,267,102,9.2,9.3,9.3,巴蜀嫩牛肉 晾杆鸭肠,116.3142178,39.68355092
446,金牛潮汕鲜牛肉火锅(鸟巢亚运村店),火锅,慧忠里B区108号楼辣家私厨二楼近地铁15号线安立路站,214,102,8.6,8.3,8.6,吊龙 手打牛肉丸,116.3743853,39.99842316
447,蝎王府羊蝎子(西直门店),火锅,交大东路佰金广场一层,2892,86,9,8.4,8.1,普通羊蝎子 羊尾蝎子锅,116.3419112,39.9489148
448,唇辣号重庆老火锅(苏州街店),火锅,苏州街29号,1382,127,8.9,8.6,8.6,巴蜀嫩牛肉 屠场鲜鸭血,116.2967927,39.97893047
449,芝麻花火锅博物馆(祁家豁子店),火锅,健德桥北祁家豁子小区百安居南侧胡同内,383,76,8.7,9.1,8.8,鲜切羊肉 手切京八件,116.3755266,39.9783536
450,巴蜀签火锅串串(对外经贸店),火锅,惠新里3号,504,84,8.5,8.5,8.8,招牌现炸小酥肉 五香牛肉,116.4158265,39.97971651
451,辣莊重庆老火锅(簋街店),火锅,簋街东直门内大街199-201号,6880,125,8.5,9,8.3,鸳鸯锅 一品嫩牛肉,116.41533,39.9397556
452,四川仁火锅(新兴桥店),火锅,西三环中路新兴桥东北角,6383,100,8.4,8.5,8.2,菌汤 肥牛,116.3044792,39.92125957
453,香家火锅(黄村店),火锅,黄村龙河路97号时代龙和东门,1207,98,9.2,9.2,9.2,香家毛肚 一船鱼,116.3927174,39.80532268
454,北华涮肉(北大西门店),火锅,颐和园路5号北京大学西门畅春园南门东侧,1212,90,8.8,7.7,8,秘制麻酱小料 手工切鲜羊肉,116.2983568,39.99326844
455,好食源酸菜鱼(总店),火锅,龙域中街回龙观新村北门商业楼2层,224,85,9.1,8.5,8.4,酸菜清江鱼 番茄清江鱼,116.3039831,40.06115415
456,串串龙火锅店,火锅,安立路安慧桥北200米邮局旁,539,78,9,8.3,8.7,牙签香菜牛肉 鸳鸯锅底,116.4017644,40.01812078
457,海银海记潮汕鲜牛肉火锅(方庄店),火锅,南三环东路芳群园四区20号楼东侧,899,100,8.6,8.6,8.4,牛丸锅 嫩牛肉,116.4240662,39.85768591
458,古铜老院爆肚涮肉(常营店),火锅,常惠路4号北辰福第商业街四号楼120室,843,112,8.9,8.9,8.4,极品羊上脑 水爆牛百叶,116.5871931,39.92631924
459,黄门老灶火锅(丽都直营店),火锅,芳园西路6号,2299,146,8.9,8.3,8.1,黄门嫩牛肉 屠场鲜鸭血,116.4750545,39.97390936
460,京门七品鱼(房山店),火锅,良乡政通路2号院,127,89,8.9,8.7,8.6,贴饼子 江团,116.1392435,39.74596264
461,老门框爆肚涮肉(樱花西街店),火锅,胜古南里8号楼东侧,590,113,8.9,8.5,8.3,水爆牛百叶 现榨辣椒油,116.4108611,39.97132205
462,何王氏串串香火锅(长楹天街店),火锅,朝阳北路长楹天街西区南侧商业街3层c317,61,82,8.8,8.5,8.6,串串香 鸳鸯锅底,116.5950958,39.92336069
463,小牛海记潮汕牛肉店(长椿街店),火锅,长椿街甲16号,1549,105,8.7,8.4,8.4,手捶牛肉丸锅底 吊龙,116.3574341,39.89308052
464,虾吃虾涮虾火锅(金台路店),火锅,甜水园东街10号4号楼,2945,89,9,8.7,8.8,招牌小锅虾 手切鲜羔羊肉,116.472381,39.92211417
465,虾士(中粮祥云小镇店),火锅,安泰大街中粮祥云南区6号院3号楼103室,1140,119,8.5,8.6,8.3,精制虾火锅 虾滑,116.5297767,40.09042856
466,老街火锅(阜成路店),火锅,定慧北里23号蓝宏中心1-2层,1432,135,8.7,9,8.6,精品肥牛 鲜毛肚,116.2742251,39.92364873
467,神农牧羊烤全羊,烧烤,朝阳北路与常营东路交口南500米龙缘马术俱乐部二楼,76,157,9.1,9,9.1,烤全羊 鲜羊血,116.618246,39.92516729
468,椒珑燚正宗成都串串香(创始店),火锅,丰桥路三环新城速8酒店一层,619,72,9,9,9.1,燕京精酿 杠上脑花,116.3276003,39.84849146
469,玉林串串香(东直门簋街店),火锅,东直门内大街5-9号,5311,103,8.3,7.5,7.9,秘制手切香滑牛肉 鸳鸯锅底,116.423485,39.93987081
470,老诚伊(牛街总店),火锅,牛街11号,4583,82,8.6,7.3,6.9,羊蝎子 面条,116.3572145,39.88364654
471,前后涮羊肉(二里庄店),火锅,志新路乙9号,750,106,9.1,8.2,9,内蒙古羔羊肉 手切羊肉,116.3652676,39.99282208
472,醉麻辣(悠唐店),川菜,朝阳门博纳悠唐购物广场A座四层,889,83,8.4,8.5,8.2,老妈蹄花 冒脑花,116.3067293,39.9800392
473,东来顺饭庄(呼家楼店),火锅,东三环北路38号院4号楼好世界商业广场2层,2329,137,8.4,8.7,8.3,传统手切鲜羊肉 传统羊肉串,116.456267,39.91991267
474,滇草香云南原生态汤火锅(华联万柳店),火锅,巴沟路2号BHGMAII华联万柳购物中心5层,1934,126,8.7,9.1,8.9,特色米酒 菌类拼盘,116.2897705,39.97281252
475,众宜轩老北京铜锅涮肉(传媒大学店),火锅,高碑店北花园168号5号院,405,175,8.7,9.1,8.1,滩羊脆骨 手切滩羊鲜肉,116.5420672,39.89785942
476,袁记幺哥串串香,火锅,太平庄东一路天通苑东一区15号楼1门,253,65,8.7,8.7,8.9,香辣牛肉 麻辣牛肉,116.4272409,40.06833766
477,芊语鲜寻日式火锅(农大店),日本菜,农大南路肖家河回迁东区北门井格火锅旁,287,95,8.7,8.6,8.7,抹茶大福 三文鱼炸虾卷,116.2752721,40.01493117
478,百叶居(赵登禹路店),火锅,赵登禹路117号,2430,118,8.4,7.6,7.4,特色鲜百叶 鲜羊肉,116.36186,39.93520896
479,三江三味灶台鱼,海鲜,天竺镇天柱东路二十里铺村,217,112,8.6,8.4,8.3,灶台鱼 干豆角,116.5632681,40.0657382
480,牧民家园,火锅,乾安路北辰墅院1900对面,110,105,9,9,8.8,红柳大串 菌汤锅,116.6484723,40.18501396
481,巴蜀·王婆大虾(回龙观旗舰店),火锅,育知东路37号,1619,79,9.1,8.4,8.6,免费抻面 小锅虾,116.3279231,40.07298305
482,小门墩老北京涮肉&烧烤(翠城店),火锅,南杨庄路垡头翠城馨园340号楼底商,874,81,9.1,8.4,9.1,手切羊腿肉 手切鲜上脑,116.4953622,39.85558092
483,常赢三兄弟涮肉(来广营店),火锅,红军营南路来广营乡政府对面,324,104,8.7,8.4,7.9,烤羊肉串 鲜羊肉五拼,116.4274516,40.03059806
484,芦月轩羊蝎子(通州店),火锅,车站路26号楼,1581,78,9,8.4,8.6,羊蝎子中锅 炸腐竹,116.8487238,40.38665744
485,老官嘴老灶火锅(定福庄店),火锅,定福庄北里1号院,524,105,8.7,8.4,8.4,老官嘴鲜鸭血 老官嘴鲜毛肚,116.5547827,39.91639561
486,阳坊胜利涮羊肉(胜利老店),火锅,阳坊镇中心街10号,2433,105,9,8.1,8,阳坊胜利涮羊肉 火烧,116.1334301,40.13736656
487,葫芦娃牛板筋火锅(北海店),火锅,爱民街一巷7号,262,65,8.9,8,8.7,牛板筋火锅 烙饼,116.375308,39.93079514
488,东来顺饭庄(裕民中路店),火锅,北三环裕民中路8号,980,135,9,8.5,7.8,东来顺羊肉 手切鲜羊肉,116.382277,39.96857256
489,山城辣妹子重庆火锅(甘露园店),火锅,甘露园南里一区11号楼,1842,110,9,8.9,8.9,麻团 芝麻小烧饼,116.5073103,39.91466967
490,蝎王府羊蝎子(洋桥店),火锅,马家堡东路角门东里12号楼一层,2673,93,9.1,8.3,8.1,精品羊蝎子小锅 特色面片,116.380056,39.84610069
491,滇草香云南原生态汤火锅(长楹天街购物中心店),火锅,朝阳北路长楹天街购物中心西区5层,1787,131,8.9,9.2,8.7,米酒 菌汤锅,116.5937906,39.92403494
492,永乐涮羊肉,火锅,帝京路恒富中街5号院,163,84,9,9,9.1,永乐手工鲜羊肉丸 永乐秘制麻酱小料,116.2891241,39.83315983
493,煜上火锅(西红门店),火锅,郭公庄路与宏康路口东南角,294,106,9.1,9,8.7,空运毛肚 红糖糍粑,116.3107464,39.78048924
494,牛炖私家牛板筋火锅店,火锅,金顶街模式口南里小区内,180,76,8.8,8.4,8.9,儿牛板筋锅 精品大锅,116.1550006,39.93218193
495,新辣道鱼火锅(西直门店),火锅,西直门外大街1号西环广场凯德MALL购物中心5楼,5954,104,8.3,8,7.7,红汤梭边鱼锅 蔬菜自助,116.3466584,39.93975934
496,芦月轩羊蝎子(鲁谷店),火锅,鲁谷南路26号西侧底商,1330,82,9,9,9.1,羊蝎子中锅 炸腐竹,116.2058407,39.8991291
497,狮子山下炭火蛙锅,火锅,霄云路15号,279,94,7.6,8.5,7.7,虾锅蛙妹 腊味煲仔饭,116.4603955,39.95943083
498,小龙坎老火锅(石佛营店),火锅,八里庄北里302号楼101号,715,130,8.2,8.8,8.1,极品鲜毛肚 霸王牛肉,116.4956769,39.92603425
499,一品焖锅(富力广场店),火锅,东三环中路65号富力广场8层,2192,104,8.9,9.1,9.1,组合锅 牛肉粒,116.4543878,39.89458515
500,斗川火锅(人民大学店),火锅,万泉河路68号紫金庄园9号楼东1门一层,69,102,9,8.8,8.9,斗川小酥肉 斗川鸳鸯锅,116.3020197,39.9659318
501,东来顺饭庄(展览路店),火锅,展览馆路3号,1253,153,8.8,8.9,8.4,烧饼 手切羊肉,116.3372258,39.92889719
502,马路边边串串香(燕莎奥莱店),火锅,东四环南路9号燕莎奥特莱斯C座3层,106,96,8.3,7.9,7.9,牛肉 经典锅,116.4808768,39.87688958
503,皇后炖鱼(首都机场店),火锅,小天竺路天竺家园大门口南100米,521,88,9,8.6,8.8,黑鱼 黄辣丁,116.5824526,40.04202564
504,一签之圆(正宗川味串串香),火锅,康辛路鸿业兴园3号楼一层1-5,154,60,9.1,9,8.5,冷锅串串 鸡翅,116.3007469,39.83564624
505,愚掌门鱼火锅(翠微店),火锅,翠微路2号院28号楼银河宾馆一层,1249,127,8.8,8.5,9,斑鱼双拼味碟 招牌斑鱼片,116.2947947,39.90875712
506,井格重庆火锅(新奥天虹店),火锅,湖景东路新奥天虹购物中心地下一层,210,122,8.7,8.3,8.5,麻辣牛肉 鲜鸭血,116.3906851,39.99776378
507,丽江庭院之柔软时光(鼓楼店),火锅,国旺胡同18号,4150,151,8.1,8.8,8.3,斑鱼片 芝士丸,116.3893728,39.94375553
508,醉成都火锅串串香(五道口店),火锅,东王庄33号楼首层,362,83,8.9,8.8,9.1,现炸酥肉 冷锅串串,116.3342849,39.99837191
509,鱼豆吉(大慧寺店),火锅,北京大慧寺路东口临街商户近高粱桥斜街、交大西门西侧、富海大厦南,2107,89,8.8,8.1,8.5,豆浆子母锅 梭边鱼,116.3298549,39.95092027
510,鸦儿李记(鼓楼店),火锅,旧鼓楼大街181号,489,83,8.6,8.2,8.2,手切鲜羊肉 李记烧饼,116.3876179,39.93978401
511,热辣壹号(荟聚购物中心西红门店),火锅,欣宁街15号荟聚购物中心H区3层,4708,126,8.3,8.8,8.4,麻辣牛肉 番茄三拼锅,116.3222996,39.78687613
512,鱼你在一起(亦庄物美总店),川菜,亦庄经济技术开发区天华北街物美超市地下一层,414,33,9,8.8,8.6,青花椒酸菜鱼 公举番茄鱼,116.5258342,39.78392302
513,赵小柒串串香(三里屯店),火锅,体育场东路14号,903,87,8.7,8.2,8.8,嫩牛肉 香菜牛肉,116.4431193,39.9220993
514,耕牛堂（訸記）潮汕鲜牛肉火锅(朝阳门旗舰店),火锅,朝阳门外大街17号祥业大厦二层,809,126,8.9,9,8.8,牛肉墙 炸腐皮,116.4343363,39.92318705
515,蜀渝你的串说(潘家园店),火锅,华威南路尚客优酒店底商1层,58,64,8.7,8.7,8.8,琅琊土豆 串串香,116.4463833,39.87014449
516,口福居老北京涮肉(大运村店),火锅,知春路29号大学生公寓7-8号楼,4649,86,7.6,7.4,7.1,金牌羔羊肉 自助小料,116.3366162,39.97585662
517,重庆鲜货老灶火锅(动物园店),火锅,西直门外大街141号,827,104,9,8.7,8.9,毛肚梗子 小酥肉,116.3290647,39.93724713
518,非辣道川味火锅(北苑店),火锅,红军营南路甲6号,317,104,9,9.1,9.1,鲜毛肚 鸭肠,116.4190919,40.03088395
519,东来顺饭庄(金隅嘉品Mall店),火锅,东坝中路38号金隅嘉品mall5层,1016,97,9,9.1,8.9,东来顺羊肉片 锡盟羔羊肉,116.5423967,39.95040211
520,汕头嗨牛鲜牛肉火锅店,火锅,文化园东路6号院3号,1339,110,8.8,8.8,8.5,吊龙 嫩肉,116.4985778,39.80768636
521,小龙坎老火锅(府前西街店),火锅,府前西街10号金百万底商,44,123,8.2,8.8,7.8,鸭血 极品鲜毛肚,116.6426357,40.12843843
522,相聚在成都醉串串,火锅,新街口北大街70号甲,729,67,8.8,8.9,8.6,红糖糍粑 琅琊土豆,116.3663169,39.94253954
523,南门四季涮肉(亚运村店),火锅,亚运村安慧里一区二号楼慧苑商住公寓1楼,1162,125,8.5,8.1,7.9,高钙羊肉 鼎排至尊,116.408648,39.99334653
524,东来顺(顺义店),火锅,胜利街道府前西街10号,453,147,9,9.1,8.8,高钙羊肉 牛肉,116.6426357,40.12843844
525,遇见成都(赵公口店),火锅,定安路定安东里9号楼底商,823,80,8.8,8.2,8.7,串串自助 麻辣牛肉,116.4082497,39.85838023
526,小哥串串香(银河SOHO店),火锅,朝阳门银河S0H0A座B1-139号,468,66,9,8.2,8.6,牛肉串 香油料,116.4266637,39.91959178
527,小辉哥火锅(SKP店),火锅,建国路87号北京SKPA区6层D6012号,2140,166,8.8,8.7,8.3,辉哥金牌雪花牛肉 炸腐皮（1例）,116.4722062,39.90782307
528,孙明星大刀腰片(丰台京港城店),火锅,光彩路232号,96,83,9,8.6,9,孙明星大刀腰片 串串,116.4091475,39.83983401
